Frame,Visibility,X,Y,score,rank
2902,0,0,0,0,0
2903,0,0,0,0,0
2904,1,1016,821,0.619,1
2905,0,0,0,0,0
2906,1,1114,679,0.778,1
2907,0,0,0,0,0
2908,1,1178,596,0.776,1
2909,1,1204,570,0.746,1
2910,1,1230,551,0.687,1
2911,1,1252,536,0.559,2
2912,0,0,0,0,0
2913,1,1282,521,0.616,1
2914,1,1298,525,0.665,1
2915,1,1309,529,0.679,1
2916,1,1316,532,0.7,1
2917,1,1331,540,0.721,1
2918,1,1339,551,0.736,1
2919,1,1346,562,0.741,1
2920,1,1354,574,0.731,1
2921,1,1358,589,0.713,1
2922,1,1361,562,0.726,1
2923,1,1369,536,0.752,1
2924,1,1372,514,0.753,1
2925,1,1376,491,0.717,1
2926,1,1380,476,0.696,1
2927,1,1384,465,0.659,1
2928,1,1391,454,0.652,1
2929,1,1395,446,0.653,1
2930,1,1402,435,0.651,1
2931,0,0,0,0,0
2932,1,1421,424,0.667,1
2933,0,0,0,0,0
2934,1,1429,424,0.64,1
2935,1,1440,424,0.629,1
2936,0,0,0,0,0
2937,0,0,0,0,0
2938,1,1451,439,0.624,1
2939,0,0,0,0,0
2940,1,1455,465,0.65,1
2941,0,0,0,0,0
2942,1,1125,259,0.61,1
2943,1,1114,259,0.587,1
2944,0,0,0,0,0
2945,1,1444,540,0.583,1
2946,1,1444,555,0.627,1
2947,1,1440,574,0.666,1
2948,0,0,0,0,0
2949,1,1444,559,0.644,2
2950,1,1444,544,0.657,1
2951,1,1444,532,0.656,1
2952,0,0,0,0,0
2953,1,1429,521,0.601,1
2954,0,0,0,0,0
2955,0,0,0,0,0
2956,0,0,0,0,0
2957,0,0,0,0,0
2958,0,0,0,0,0
2959,1,1459,540,0.595,1
2960,1,1459,551,0.572,2
2961,0,0,0,0,0
2962,1,1466,922,0.737,1
2963,1,1466,922,0.738,1
2964,0,0,0,0,0
2965,1,979,240,0.684,1
2966,1,975,240,0.687,1
2967,0,0,0,0,0
2968,0,0,0,0,0
2969,0,0,0,0,0
2970,1,945,240,0.621,1
2971,0,0,0,0,0
2972,0,0,0,0,0
2973,0,0,0,0,0
2974,0,0,0,0,0
2975,0,0,0,0,0
2976,0,0,0,0,0
2977,0,0,0,0,0
2978,0,0,0,0,0
2979,0,0,0,0,0
2980,0,0,0,0,0
2981,0,0,0,0,0
2982,0,0,0,0,0
2983,0,0,0,0,0
2984,0,0,0,0,0
2985,0,0,0,0,0
2986,0,0,0,0,0
2987,0,0,0,0,0
2988,0,0,0,0,0
2989,0,0,0,0,0
2990,0,0,0,0,0
2991,0,0,0,0,0
2992,0,0,0,0,0
2993,0,0,0,0,0
2994,0,0,0,0,0
2995,0,0,0,0,0
2996,0,0,0,0,0
2997,0,0,0,0,0
2998,0,0,0,0,0
2999,0,0,0,0,0
3000,0,0,0,0,0
3001,0,0,0,0,0
3002,1,956,874,0.733,1
3003,0,0,0,0,0
3004,0,0,0,0,0
3005,0,0,0,0,0
3006,0,0,0,0,0
3007,1,1388,510,0.593,1
3008,1,1376,484,0.6,2
3009,1,1369,461,0.643,2
3010,1,1361,439,0.651,2
3011,1,1354,420,0.646,2
3012,1,1339,401,0.645,2
3013,1,1328,382,0.599,2
3014,1,1316,371,0.619,2
3015,1,1301,360,0.629,2
3016,1,1286,356,0.626,1
3017,1,1271,352,0.608,1
3018,1,1252,356,0.597,1
3019,1,1234,368,0.579,1
3020,1,1219,375,0.585,1
3021,1,1196,394,0.609,1
3022,1,1178,416,0.633,1
3023,1,1151,450,0.667,1
3024,1,1129,488,0.692,1
3025,0,0,0,0,0
3026,1,1069,596,0.665,1
3027,0,0,0,0,0
3028,1,1001,750,0.668,1
3029,0,0,0,0,0
3030,0,0,0,0,0
3031,0,0,0,0,0
3032,0,0,0,0,0
3033,0,0,0,0,0
3034,0,0,0,0,0
3035,0,0,0,0,0
3036,0,0,0,0,0
3037,0,0,0,0,0
3038,0,0,0,0,0
3039,0,0,0,0,0
3040,0,0,0,0,0
3041,0,0,0,0,0
3042,0,0,0,0,0
3043,0,0,0,0,0
3044,0,0,0,0,0
3045,0,0,0,0,0
3046,0,0,0,0,0
3047,0,0,0,0,0
3048,0,0,0,0,0
3049,0,0,0,0,0
3050,0,0,0,0,0
3051,0,0,0,0,0
3052,0,0,0,0,0
3053,0,0,0,0,0
3054,0,0,0,0,0
3055,0,0,0,0,0
3056,0,0,0,0,0
3057,0,0,0,0,0
3058,0,0,0,0,0
3059,0,0,0,0,0
3060,0,0,0,0,0
3061,0,0,0,0,0
3062,0,0,0,0,0
3063,0,0,0,0,0
3064,0,0,0,0,0
3065,0,0,0,0,0
3066,0,0,0,0,0
3067,0,0,0,0,0
3068,0,0,0,0,0
3069,0,0,0,0,0
3070,0,0,0,0,0
3071,0,0,0,0,0
3072,0,0,0,0,0
3073,0,0,0,0,0
3074,0,0,0,0,0
3075,0,0,0,0,0
3076,0,0,0,0,0
3077,0,0,0,0,0
3078,0,0,0,0,0
3079,0,0,0,0,0
3080,0,0,0,0,0
3081,0,0,0,0,0
3082,0,0,0,0,0
3083,0,0,0,0,0
3084,0,0,0,0,0
3085,0,0,0,0,0
3086,0,0,0,0,0
3087,0,0,0,0,0
3088,0,0,0,0,0
3089,0,0,0,0,0
3090,0,0,0,0,0
3091,0,0,0,0,0
3092,0,0,0,0,0
3093,0,0,0,0,0
3094,0,0,0,0,0
3095,0,0,0,0,0
3096,0,0,0,0,0
3097,0,0,0,0,0
3098,0,0,0,0,0
3099,1,521,218,0.605,1
3100,1,521,218,0.642,1
3101,1,521,218,0.641,1
3102,0,0,0,0,0
3103,1,518,221,0.614,1
3104,0,0,0,0,0
3105,0,0,0,0,0
3106,0,0,0,0,0
3107,0,0,0,0,0
3108,0,0,0,0,0
3109,0,0,0,0,0
3110,0,0,0,0,0
3111,0,0,0,0,0
3112,0,0,0,0,0
3113,0,0,0,0,0
3114,0,0,0,0,0
3115,0,0,0,0,0
3116,0,0,0,0,0
3117,0,0,0,0,0
3118,0,0,0,0,0
3119,0,0,0,0,0
3120,0,0,0,0,0
3121,0,0,0,0,0
3122,0,0,0,0,0
3123,0,0,0,0,0
3124,0,0,0,0,0
3125,0,0,0,0,0
3126,0,0,0,0,0
3127,0,0,0,0,0
3128,0,0,0,0,0
3129,0,0,0,0,0
3130,0,0,0,0,0
3131,0,0,0,0,0
3132,0,0,0,0,0
3133,0,0,0,0,0
3134,0,0,0,0,0
3135,0,0,0,0,0
3136,0,0,0,0,0
3137,0,0,0,0,0
3138,0,0,0,0,0
3139,0,0,0,0,0
3140,0,0,0,0,0
3141,0,0,0,0,0
3142,0,0,0,0,0
3143,0,0,0,0,0
3144,0,0,0,0,0
3145,0,0,0,0,0
3146,0,0,0,0,0
3147,0,0,0,0,0
3148,0,0,0,0,0
3149,0,0,0,0,0
3150,0,0,0,0,0
3151,0,0,0,0,0
3152,0,0,0,0,0
3153,0,0,0,0,0
3154,0,0,0,0,0
3155,0,0,0,0,0
3156,0,0,0,0,0
3157,1,964,960,0.686,1
3158,0,0,0,0,0
3159,1,1031,832,0.819,1
3160,1,1058,791,0.841,1
3161,1,1080,758,0.831,1
3162,1,1102,731,0.826,1
3163,1,1121,716,0.799,1
3164,1,1136,701,0.796,1
3165,1,1151,694,0.785,1
3166,1,1166,690,0.774,1
3167,1,1174,694,0.772,1
3168,1,1185,698,0.788,1
3169,0,0,0,0,0
3170,1,1200,709,0.792,1
3171,1,1204,679,0.8,1
3172,1,1211,649,0.806,1
3173,1,1219,622,0.733,1
3174,1,1219,600,0.738,2
3175,1,1226,581,0.76,2
3176,1,1230,566,0.739,2
3177,1,1234,555,0.715,1
3178,1,1238,544,0.653,2
3179,0,0,0,0,0
3180,0,0,0,0,0
3181,1,1241,521,0.644,1
3182,1,1230,484,0.668,1
3183,1,1219,446,0.694,1
3184,1,1204,405,0.673,1
3185,1,1189,368,0.667,1
3186,1,1166,330,0.681,1
3187,1,1151,296,0.739,1
3188,1,1132,262,0.729,1
3189,1,1114,229,0.716,1
3190,1,1091,195,0.663,1
3191,1,1069,165,0.598,1
3192,1,1046,139,0.542,1
3193,1,1024,116,0.518,1
3194,0,0,0,0,0
3195,0,0,0,0,0
3196,1,934,49,0.636,1
3197,1,904,38,0.665,1
3198,1,870,26,0.667,1
3199,1,836,19,0.693,1
3200,1,799,15,0.633,1
3201,1,758,19,0.647,1
3202,1,712,26,0.64,1
3203,1,664,41,0.608,1
3204,1,615,56,0.602,1
3205,0,0,0,0,0
3206,0,0,0,0,0
3207,0,0,0,0,0
3208,0,0,0,0,0
3209,0,0,0,0,0
3210,0,0,0,0,0
3211,0,0,0,0,0
3212,0,0,0,0,0
3213,0,0,0,0,0
3214,0,0,0,0,0
3215,0,0,0,0,0
3216,0,0,0,0,0
3217,0,0,0,0,0
3218,0,0,0,0,0
3219,0,0,0,0,0
3220,0,0,0,0,0
3221,0,0,0,0,0
3222,0,0,0,0,0
3223,0,0,0,0,0
3224,0,0,0,0,0
3225,0,0,0,0,0
3226,0,0,0,0,0
3227,0,0,0,0,0
3228,1,780,41,0.634,1
3229,0,0,0,0,0
3230,0,0,0,0,0
3231,1,911,41,0.605,1
3232,0,0,0,0,0
3233,0,0,0,0,0
3234,0,0,0,0,0
3235,1,1039,105,0.475,1
3236,1,1065,128,0.503,1
3237,1,1091,154,0.523,1
3238,1,1114,184,0.607,1
3239,1,1132,214,0.654,1
3240,1,1151,248,0.693,1
3241,1,1170,285,0.722,1
3242,1,1189,319,0.738,1
3243,1,1204,356,0.739,1
3244,1,1219,398,0.712,1
3245,1,1234,439,0.7,1
3246,0,0,0,0,0
3247,1,1249,461,0.666,1
3248,1,1249,446,0.672,1
3249,1,1249,431,0.63,1
3250,1,1256,420,0.61,1
3251,1,1256,405,0.609,1
3252,0,0,0,0,0
3253,0,0,0,0,0
3254,1,1264,405,0.623,1
3255,1,1268,416,0.64,1
3256,1,1271,424,0.669,1
3257,1,1275,446,0.717,1
3258,1,1279,472,0.728,1
3259,0,0,0,0,0
3260,0,0,0,0,0
3261,0,0,0,0,0
3262,0,0,0,0,0
3263,0,0,0,0,0
3264,0,0,0,0,0
3265,0,0,0,0,0
3266,0,0,0,0,0
3267,0,0,0,0,0
3268,0,0,0,0,0
3269,0,0,0,0,0
3270,0,0,0,0,0
3271,0,0,0,0,0
3272,0,0,0,0,0
3273,0,0,0,0,0
3274,0,0,0,0,0
3275,1,420,221,0.632,1
3276,1,420,221,0.663,1
3277,1,420,221,0.682,1
3278,1,420,221,0.681,1
3279,1,420,221,0.662,1
3280,0,0,0,0,0
3281,1,428,218,0.624,1
3282,0,0,0,0,0
3283,0,0,0,0,0
3284,0,0,0,0,0
3285,0,0,0,0,0
3286,0,0,0,0,0
3287,1,446,218,0.634,1
3288,1,446,218,0.668,1
3289,1,446,218,0.659,1
3290,1,446,218,0.602,1
3291,0,0,0,0,0
3292,0,0,0,0,0
3293,1,975,701,0.668,1
3294,0,0,0,0,0
3295,1,964,574,0.744,1
3296,0,0,0,0,0
3297,1,956,491,0.702,1
3298,1,952,469,0.714,1
3299,1,949,454,0.689,1
3300,1,945,442,0.667,1
3301,0,0,0,0,0
3302,1,934,431,0.692,1
3303,1,934,431,0.681,1
3304,0,0,0,0,0
3305,1,934,435,0.668,1
3306,1,930,446,0.668,1
3307,1,926,454,0.685,1
3308,1,922,469,0.698,1
3309,1,919,480,0.702,1
3310,1,919,491,0.671,1
3311,1,919,502,0.532,1
3312,0,0,0,0,0
3313,0,0,0,0,0
3314,0,0,0,0,0
3315,0,0,0,0,0
3316,0,0,0,0,0
3317,0,0,0,0,0
3318,0,0,0,0,0
3319,0,0,0,0,0
3320,0,0,0,0,0
3321,0,0,0,0,0
3322,0,0,0,0,0
3323,0,0,0,0,0
3324,0,0,0,0,0
3325,0,0,0,0,0
3326,0,0,0,0,0
3327,0,0,0,0,0
3328,0,0,0,0,0
3329,0,0,0,0,0
3330,0,0,0,0,0
3331,0,0,0,0,0
3332,1,896,472,0.611,1
3333,1,892,484,0.558,1
3334,0,0,0,0,0
3335,0,0,0,0,0
3336,0,0,0,0,0
3337,0,0,0,0,0
3338,0,0,0,0,0
3339,0,0,0,0,0
3340,0,0,0,0,0
3341,0,0,0,0,0
3342,0,0,0,0,0
3343,0,0,0,0,0
3344,0,0,0,0,0
3345,0,0,0,0,0
3346,0,0,0,0,0
3347,0,0,0,0,0
3348,0,0,0,0,0
3349,0,0,0,0,0
3350,0,0,0,0,0
3351,1,862,409,0.577,1
3352,1,874,394,0.664,1
3353,1,885,382,0.667,1
3354,1,896,371,0.666,1
3355,1,911,371,0.661,1
3356,1,926,364,0.651,1
3357,1,941,368,0.648,1
3358,1,956,371,0.644,1
3359,1,975,379,0.667,1
3360,1,994,390,0.697,1
3361,1,1012,405,0.697,1
3362,1,1031,428,0.693,1
3363,1,1058,454,0.756,1
3364,1,1084,491,0.759,1
3365,1,1114,536,0.696,1
3366,1,1144,592,0.656,1
3367,0,0,0,0,0
3368,0,0,0,0,0
3369,1,1256,836,0.653,1
3370,0,0,0,0,0
3371,0,0,0,0,0
3372,0,0,0,0,0
3373,0,0,0,0,0
3374,0,0,0,0,0
3375,0,0,0,0,0
3376,0,0,0,0,0
3377,0,0,0,0,0
3378,0,0,0,0,0
3379,0,0,0,0,0
3380,0,0,0,0,0
3381,0,0,0,0,0
3382,0,0,0,0,0
3383,0,0,0,0,0
3384,0,0,0,0,0
3385,0,0,0,0,0
3386,0,0,0,0,0
3387,0,0,0,0,0
3388,0,0,0,0,0
3389,0,0,0,0,0
3390,0,0,0,0,0
3391,0,0,0,0,0
3392,0,0,0,0,0
3393,0,0,0,0,0
3394,0,0,0,0,0
3395,0,0,0,0,0
3396,0,0,0,0,0
3397,0,0,0,0,0
3398,0,0,0,0,0
3399,0,0,0,0,0
3400,0,0,0,0,0
3401,0,0,0,0,0
3402,0,0,0,0,0
3403,0,0,0,0,0
3404,0,0,0,0,0
3405,0,0,0,0,0
3406,0,0,0,0,0
3407,0,0,0,0,0
3408,0,0,0,0,0
3409,0,0,0,0,0
3410,0,0,0,0,0
3411,0,0,0,0,0
3412,0,0,0,0,0
3413,0,0,0,0,0
3414,0,0,0,0,0
3415,0,0,0,0,0
3416,0,0,0,0,0
3417,0,0,0,0,0
3418,0,0,0,0,0
3419,0,0,0,0,0
3420,0,0,0,0,0
3421,0,0,0,0,0
3422,0,0,0,0,0
3423,0,0,0,0,0
3424,0,0,0,0,0
3425,0,0,0,0,0
3426,0,0,0,0,0
3427,0,0,0,0,0
3428,0,0,0,0,0
3429,0,0,0,0,0
3430,0,0,0,0,0
3431,0,0,0,0,0
3432,1,945,338,0.562,1
3433,1,956,338,0.594,1
3434,0,0,0,0,0
3435,1,952,334,0.61,1
3436,0,0,0,0,0
3437,0,0,0,0,0
3438,0,0,0,0,0
3439,0,0,0,0,0
3440,0,0,0,0,0
3441,0,0,0,0,0
3442,0,0,0,0,0
3443,0,0,0,0,0
3444,1,866,240,0.68,1
3445,1,878,240,0.701,1
3446,0,0,0,0,0
3447,1,889,240,0.73,1
3448,0,0,0,0,0
3449,1,904,244,0.716,1
3450,1,911,244,0.735,1
3451,1,919,244,0.731,1
3452,0,0,0,0,0
3453,1,926,244,0.727,1
3454,1,938,248,0.689,1
3455,1,949,255,0.726,1
3456,0,0,0,0,0
3457,1,926,259,0.672,1
3458,1,930,259,0.695,2
3459,1,938,259,0.707,1
3460,1,949,259,0.692,1
3461,0,0,0,0,0
3462,0,0,0,0,0
3463,1,975,255,0.677,1
3464,0,0,0,0,0
3465,1,986,255,0.65,1
3466,0,0,0,0,0
3467,1,1046,259,0.693,1
3468,0,0,0,0,0
3469,1,1061,259,0.708,1
3470,0,0,0,0,0
3471,0,0,0,0,0
3472,1,1088,266,0.667,1
3473,1,1099,266,0.637,2
3474,0,0,0,0,0
3475,1,1080,281,0.688,1
3476,0,0,0,0,0
3477,1,1140,285,0.704,1
3478,1,1151,285,0.653,1
3479,0,0,0,0,0
3480,1,1129,285,0.646,2
3481,1,1140,285,0.637,1
3482,0,0,0,0,0
3483,0,0,0,0,0
3484,1,964,802,0.622,1
3485,0,0,0,0,0
3486,1,881,705,0.832,1
3487,1,851,671,0.848,1
3488,1,821,645,0.85,1
3489,1,795,626,0.816,1
3490,1,769,615,0.753,1
3491,1,750,608,0.719,1
3492,1,731,608,0.698,1
3493,1,716,608,0.672,1
3494,1,701,611,0.665,1
3495,1,690,619,0.659,1
3496,1,679,630,0.728,1
3497,1,668,641,0.747,1
3498,1,656,656,0.75,1
3499,0,0,0,0,0
3500,1,649,630,0.774,1
3501,1,641,600,0.722,1
3502,1,638,574,0.726,1
3503,1,634,555,0.746,1
3504,1,626,536,0.716,1
3505,1,622,521,0.688,1
3506,1,619,506,0.641,3
3507,0,0,0,0,0
3508,0,0,0,0,0
3509,0,0,0,0,0
3510,0,0,0,0,0
3511,0,0,0,0,0
3512,0,0,0,0,0
3513,0,0,0,0,0
3514,1,566,364,0.683,1
3515,1,559,341,0.694,1
3516,1,544,322,0.693,1
3517,1,536,304,0.705,1
3518,1,525,289,0.7,1
3519,1,510,274,0.69,1
3520,1,499,266,0.707,1
3521,1,484,259,0.697,1
3522,1,465,259,0.696,1
3523,1,450,259,0.678,1
3524,1,431,266,0.629,1
3525,1,412,274,0.591,1
3526,1,394,289,0.545,1
3527,1,371,311,0.584,1
3528,1,349,338,0.644,1
3529,1,322,375,0.663,1
3530,1,292,420,0.671,1
3531,0,0,0,0,0
3532,0,0,0,0,0
3533,0,0,0,0,0
3534,0,0,0,0,0
3535,0,0,0,0,0
3536,0,0,0,0,0
3537,0,0,0,0,0
3538,0,0,0,0,0
3539,0,0,0,0,0
3540,0,0,0,0,0
3541,0,0,0,0,0
3542,0,0,0,0,0
3543,0,0,0,0,0
3544,0,0,0,0,0
3545,0,0,0,0,0
3546,0,0,0,0,0
3547,1,735,476,0.603,1
3548,1,776,484,0.715,1
3549,1,818,495,0.758,1
3550,1,855,510,0.769,1
3551,1,892,532,0.78,1
3552,1,926,559,0.79,1
3553,1,960,589,0.802,1
3554,1,990,619,0.769,1
3555,1,1016,656,0.824,1
3556,1,1046,694,0.827,1
3557,1,1069,735,0.836,1
3558,1,1091,776,0.814,1
3559,1,1114,821,0.725,1
3560,1,1132,866,0.768,1
3561,1,1144,896,0.813,1
3562,1,1155,919,0.793,1
3563,1,1162,934,0.765,1
3564,0,0,0,0,0
3565,1,1181,930,0.799,1
3566,1,1189,934,0.787,1
3567,1,1196,945,0.783,1
3568,1,1204,956,0.781,1
3569,1,1211,956,0.782,1
3570,1,1222,960,0.771,1
3571,1,1230,964,0.756,1
3572,1,1238,971,0.754,1
3573,1,1249,975,0.741,1
3574,1,1256,979,0.735,1
3575,1,1264,986,0.737,1
3576,0,0,0,0,0
3577,0,0,0,0,0
3578,1,1286,998,0.714,1
3579,1,1298,1001,0.733,1
3580,0,0,0,0,0
3581,0,0,0,0,0
3582,0,0,0,0,0
3583,0,0,0,0,0
3584,0,0,0,0,0
3585,1,1342,1024,0.726,1
3586,1,1354,1028,0.72,1
3587,0,0,0,0,0
3588,1,1365,1035,0.729,1
3589,1,1376,1039,0.741,1
3590,0,0,0,0,0
3591,0,0,0,0,0
3592,0,0,0,0,0
3593,1,1402,1054,0.758,1
3594,0,0,0,0,0
3595,1,1414,1058,0.75,1
3596,0,0,0,0,0
3597,0,0,0,0,0
3598,0,0,0,0,0
3599,0,0,0,0,0
3600,0,0,0,0,0
3601,0,0,0,0,0
3602,0,0,0,0,0
3603,0,0,0,0,0
3604,0,0,0,0,0
3605,0,0,0,0,0
3606,0,0,0,0,0
3607,0,0,0,0,0
3608,0,0,0,0,0
3609,0,0,0,0,0
3610,0,0,0,0,0
3611,0,0,0,0,0
3612,0,0,0,0,0
3613,0,0,0,0,0
3614,0,0,0,0,0
3615,0,0,0,0,0
3616,0,0,0,0,0
3617,0,0,0,0,0
3618,0,0,0,0,0
3619,0,0,0,0,0
3620,0,0,0,0,0
3621,0,0,0,0,0
3622,0,0,0,0,0
3623,0,0,0,0,0
3624,0,0,0,0,0
3625,0,0,0,0,0
3626,0,0,0,0,0
3627,0,0,0,0,0
3628,0,0,0,0,0
3629,0,0,0,0,0
3630,0,0,0,0,0
3631,0,0,0,0,0
3632,0,0,0,0,0
3633,0,0,0,0,0
3634,0,0,0,0,0
3635,0,0,0,0,0
3636,0,0,0,0,0
3637,0,0,0,0,0
3638,0,0,0,0,0
3639,0,0,0,0,0
3640,0,0,0,0,0
3641,0,0,0,0,0
3642,0,0,0,0,0
3643,0,0,0,0,0
3644,0,0,0,0,0
3645,0,0,0,0,0
3646,0,0,0,0,0
3647,0,0,0,0,0
3648,0,0,0,0,0
3649,0,0,0,0,0
3650,0,0,0,0,0
3651,0,0,0,0,0
3652,0,0,0,0,0
3653,0,0,0,0,0
3654,0,0,0,0,0
3655,0,0,0,0,0
3656,0,0,0,0,0
3657,0,0,0,0,0
3658,0,0,0,0,0
3659,0,0,0,0,0
3660,0,0,0,0,0
3661,0,0,0,0,0
3662,0,0,0,0,0
3663,0,0,0,0,0
3664,0,0,0,0,0
3665,0,0,0,0,0
3666,0,0,0,0,0
3667,0,0,0,0,0
3668,0,0,0,0,0
3669,0,0,0,0,0
3670,0,0,0,0,0
3671,0,0,0,0,0
3672,0,0,0,0,0
3673,0,0,0,0,0
3674,0,0,0,0,0
3675,0,0,0,0,0
3676,0,0,0,0,0
3677,0,0,0,0,0
3678,0,0,0,0,0
3679,0,0,0,0,0
3680,0,0,0,0,0
3681,0,0,0,0,0
3682,0,0,0,0,0
3683,0,0,0,0,0
3684,0,0,0,0,0
3685,0,0,0,0,0
3686,0,0,0,0,0
3687,0,0,0,0,0
3688,0,0,0,0,0
3689,0,0,0,0,0
3690,0,0,0,0,0
3691,0,0,0,0,0
3692,0,0,0,0,0
3693,0,0,0,0,0
3694,0,0,0,0,0
3695,0,0,0,0,0
3696,0,0,0,0,0
3697,0,0,0,0,0
3698,0,0,0,0,0
3699,0,0,0,0,0
3700,0,0,0,0,0
3701,0,0,0,0,0
3702,0,0,0,0,0
3703,0,0,0,0,0
3704,0,0,0,0,0
3705,0,0,0,0,0
3706,0,0,0,0,0
3707,0,0,0,0,0
3708,0,0,0,0,0
3709,0,0,0,0,0
3710,0,0,0,0,0
3711,0,0,0,0,0
3712,0,0,0,0,0
3713,0,0,0,0,0
3714,0,0,0,0,0
3715,0,0,0,0,0
3716,0,0,0,0,0
3717,0,0,0,0,0
3718,0,0,0,0,0
3719,0,0,0,0,0
3720,0,0,0,0,0
3721,0,0,0,0,0
3722,0,0,0,0,0
3723,0,0,0,0,0
3724,0,0,0,0,0
3725,0,0,0,0,0
3726,0,0,0,0,0
3727,0,0,0,0,0
3728,0,0,0,0,0
3729,0,0,0,0,0
3730,0,0,0,0,0
3731,0,0,0,0,0
3732,0,0,0,0,0
3733,0,0,0,0,0
3734,0,0,0,0,0
3735,0,0,0,0,0
3736,0,0,0,0,0
3737,0,0,0,0,0
3738,0,0,0,0,0
3739,0,0,0,0,0
3740,0,0,0,0,0
3741,0,0,0,0,0
3742,0,0,0,0,0
3743,0,0,0,0,0
3744,0,0,0,0,0
3745,0,0,0,0,0
3746,0,0,0,0,0
3747,0,0,0,0,0
3748,0,0,0,0,0
3749,0,0,0,0,0
3750,0,0,0,0,0
3751,0,0,0,0,0
3752,0,0,0,0,0
3753,0,0,0,0,0
3754,0,0,0,0,0
3755,0,0,0,0,0
3756,0,0,0,0,0
3757,0,0,0,0,0
3758,0,0,0,0,0
3759,0,0,0,0,0
3760,0,0,0,0,0
3761,0,0,0,0,0
3762,0,0,0,0,0
3763,0,0,0,0,0
3764,0,0,0,0,0
3765,0,0,0,0,0
3766,0,0,0,0,0
3767,0,0,0,0,0
3768,0,0,0,0,0
3769,0,0,0,0,0
3770,0,0,0,0,0
3771,0,0,0,0,0
3772,0,0,0,0,0
3773,0,0,0,0,0
3774,0,0,0,0,0
3775,0,0,0,0,0
3776,0,0,0,0,0
3777,0,0,0,0,0
3778,0,0,0,0,0
3779,0,0,0,0,0
3780,0,0,0,0,0
3781,0,0,0,0,0
3782,0,0,0,0,0
3783,0,0,0,0,0
3784,0,0,0,0,0
3785,0,0,0,0,0
3786,0,0,0,0,0
3787,0,0,0,0,0
3788,0,0,0,0,0
3789,0,0,0,0,0
3790,0,0,0,0,0
3791,0,0,0,0,0
3792,0,0,0,0,0
3793,0,0,0,0,0
3794,1,968,885,0.757,1
3795,0,0,0,0,0
3796,1,1046,784,0.843,1
3797,1,1076,746,0.844,1
3798,1,1102,720,0.826,1
3799,1,1129,701,0.806,1
3800,1,1148,686,0.795,1
3801,1,1166,679,0.775,1
3802,1,1181,675,0.769,1
3803,1,1196,675,0.774,1
3804,1,1208,679,0.765,1
3805,1,1219,682,0.77,1
3806,1,1226,690,0.769,1
3807,1,1234,660,0.779,1
3808,1,1241,630,0.767,2
3809,1,1245,604,0.75,2
3810,1,1252,581,0.758,2
3811,1,1256,562,0.728,2
3812,1,1264,544,0.711,2
3813,1,1268,532,0.674,2
3814,1,1271,521,0.672,1
3815,0,0,0,0,0
3816,1,1279,514,0.58,1
3817,1,1282,495,0.644,1
3818,1,1286,461,0.701,1
3819,1,1294,431,0.692,1
3820,1,1305,398,0.664,1
3821,1,1301,364,0.695,1
3822,1,1309,338,0.726,1
3823,1,1309,311,0.76,1
3824,1,1316,289,0.776,1
3825,1,1316,262,0.739,1
3826,1,1324,244,0.738,1
3827,1,1331,221,0.7,1
3828,1,1335,202,0.664,2
3829,1,1339,191,0.62,2
3830,1,1346,176,0.604,2
3831,0,0,0,0,0
3832,0,0,0,0,0
3833,0,0,0,0,0
3834,0,0,0,0,0
3835,1,1376,172,0.605,1
3836,1,1384,184,0.644,1
3837,1,1391,199,0.693,1
3838,1,1399,218,0.714,1
3839,1,1406,244,0.751,1
3840,1,1414,278,0.776,1
3841,1,1421,319,0.77,1
3842,1,1429,364,0.788,1
3843,1,1436,420,0.753,1
3844,1,1444,484,0.695,1
3845,0,0,0,0,0
3846,1,1459,652,0.687,1
3847,0,0,0,0,0
3848,0,0,0,0,0
3849,0,0,0,0,0
3850,1,1215,739,0.742,1
3851,0,0,0,0,0
3852,1,1080,709,0.794,1
3853,1,1031,705,0.817,1
3854,1,990,701,0.795,1
3855,1,956,701,0.796,1
3856,0,0,0,0,0
3857,1,919,600,0.812,1
3858,1,900,562,0.813,1
3859,1,885,529,0.752,1
3860,1,874,502,0.715,1
3861,1,878,480,0.742,1
3862,1,889,461,0.764,1
3863,1,904,439,0.758,1
3864,1,915,424,0.752,1
3865,1,934,405,0.728,1
3866,1,949,386,0.722,1
3867,1,964,375,0.693,1
3868,1,982,364,0.675,1
3869,1,1001,356,0.636,1
3870,1,1024,345,0.623,1
3871,1,1042,341,0.629,1
3872,1,1065,341,0.631,1
3873,1,1091,341,0.643,1
3874,1,1114,352,0.642,1
3875,1,1144,364,0.658,1
3876,1,1174,379,0.684,1
3877,1,1211,405,0.691,1
3878,1,1245,435,0.713,1
3879,0,0,0,0,0
3880,0,0,0,0,0
3881,0,0,0,0,0
3882,0,0,0,0,0
3883,0,0,0,0,0
3884,0,0,0,0,0
3885,0,0,0,0,0
3886,0,0,0,0,0
3887,0,0,0,0,0
3888,0,0,0,0,0
3889,0,0,0,0,0
3890,0,0,0,0,0
3891,0,0,0,0,0
3892,0,0,0,0,0
3893,0,0,0,0,0
3894,0,0,0,0,0
3895,0,0,0,0,0
3896,1,675,225,0.634,1
3897,0,0,0,0,0
3898,1,649,229,0.602,1
3899,0,0,0,0,0
3900,0,0,0,0,0
3901,0,0,0,0,0
3902,0,0,0,0,0
3903,0,0,0,0,0
3904,0,0,0,0,0
